253.71329752604166,293.947998046875
197.3478473165761,135.7795940896739
197.57921720805922,143.45795641447367
201.565185546875,144.645361328125
203.98262162642047,148.39750532670453
286.202392578125,179.3077880859375
206.31759643554688,159.17103576660156
285.039111328125,189.755126953125
201.26526596966912,168.25379136029412
461.6733805338542,335.8241373697917
427.8681369357639,332.3039279513889
373.41947798295456,309.23801491477275
329.08441162109375,275.24029541015625
574.126708984375,179.64923095703125
322.4329427083333,387.693603515625
321.5868733723958,384.2095133463542
335.1524658203125,433.561767578125
342.58802625868054,300.8317057291667
244.25051879882812,294.16229248046875
521.5931396484375,349.95904541015625
337.22642008463544,182.78251139322916
264.92902018229165,183.05159505208334
119.59931640625,56.77954915364583
220.17098563058036,106.338623046875
233.5197265625,153.55364583333332
